timestamp,temperature,turbidity,oxygen,salinity,ph,chlorophyll,is_anomaly,anomaly_type,drift_type,split
2025-01-01 00:00:00+00:00,0.19868576054729886,0.06308763297458826,0.2951783397031238,0.6049482870329549,0.1721060434857048,0.16127150642180255,0,none,none,train
2025-01-01 00:01:00+00:00,0.7509303241321494,0.3507825699040364,0.011006034838418055,1.0998592763892256,0.2733880717125218,0.049534631689793746,0,none,none,train
2025-01-01 00:02:00+00:00,0.3949830242575961,-0.5974213533681411,-0.412927458989857,-0.6134429825916117,-1.055583399933217,-0.4131153135072479,0,none,none,train
2025-01-01 00:03:00+00:00,-0.5314466834876266,-0.9749971713589094,0.5379518540792841,-0.44019629607691535,-0.894496817669438,-0.7484004134388338,0,none,none,train
2025-01-01 00:04:00+00:00,-0.2788749780003097,0.08513294666448876,-0.4586300532775391,-0.1836103867071628,-0.8393621614438787,-0.18979445406928802,0,none,none,train
2025-01-01 00:05:00+00:00,-0.3863011765659379,1.0151415181182615,0.1979467165443437,-0.42697673182402424,-0.49135304480524394,-0.09661075161398036,0,none,none,train
2025-01-01 00:06:00+00:00,-0.24162773158272965,-0.569178589051262,-0.42856876701987456,-0.3572631178587068,-0.3279855050745785,0.4433665051424356,0,none,none,train
2025-01-01 00:07:00+00:00,-0.41904284760310545,0.03536457865303319,-0.6376822456932052,-0.27256421280322096,-0.4464843497284333,-0.00117238754236966,0,none,none,train
2025-01-01 00:08:00+00:00,0.07981537304070849,-0.6794725438291724,0.10259191980668819,-0.25794722770876954,-0.34926955616744754,0.05495172200330045,0,none,none,train
2025-01-01 00:09:00+00:00,-0.0454306367463822,-0.07469967198535854,0.09199155820093717,0.43852621961955396,0.16819138810778345,0.22847946580041617,0,none,none,train
2025-01-01 00:10:00+00:00,-0.6969618070120505,-0.7013962541432904,-0.7181956935903426,-1.0681459902820905,-0.4238058895822502,-0.032255827366411916,0,none,none,train
2025-01-01 00:11:00+00:00,-0.4263043809741922,-0.06582323357040926,0.44665381238615137,-0.8464848268391126,-0.28147865201220584,0.035069762993971576,0,none,none,train
2025-01-01 00:12:00+00:00,-0.06061203061918077,-0.045514996333636315,-0.7947536742350516,0.46343236474701394,-0.17124773531078633,-1.1489522509138113,0,none,none,train
